schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium_neutral,pr_spread,pr_total,pr_hfa,in_div,in_conf
9/10/2020,2020,1,False,KC,34.0,20.0,HOU,KC,9.0,54.0,False,,,,False,True
9/13/2020,2020,1,False,ATL,25.0,38.0,SEA,SEA,-1.0,49.0,False,,,,False,True
9/13/2020,2020,1,False,BAL,38.0,6.0,CLE,BAL,7.0,47.5,False,,,,True,True
9/13/2020,2020,1,False,BUF,27.0,17.0,NYJ,BUF,6.5,39.5,False,,,,True,True
9/13/2020,2020,1,False,CAR,30.0,34.0,LVR,LVR,-3.0,48.0,False,,,,False,False
9/13/2020,2020,1,False,CIN,13.0,16.0,LAC,LAC,-3.0,41.5,False,,,,False,True
9/13/2020,2020,1,False,DET,23.0,27.0,CHI,DET,2.5,42.5,False,,,,True,True
9/13/2020,2020,1,False,JAX,27.0,20.0,IND,IND,-8.0,45.0,False,,,,True,True
9/13/2020,2020,1,False,LAR,20.0,17.0,DAL,DAL,-2.0,51.5,False,,,,False,True
9/13/2020,2020,1,False,MIN,34.0,43.0,GB,MIN,2.5,44.5,False,,,,True,True
9/13/2020,2020,1,False,NE,21.0,11.0,MIA,NE,7.0,41.5,False,,,,True,True
9/13/2020,2020,1,False,NO,34.0,23.0,TB,NO,3.5,47.5,False,,,,True,True
9/13/2020,2020,1,False,SF,20.0,24.0,ARI,SF,6.5,48.0,False,,,,True,True
9/13/2020,2020,1,False,WAS,27.0,17.0,PHI,PHI,-5.0,42.0,False,,,,True,True
9/14/2020,2020,1,False,DEN,14.0,16.0,TEN,TEN,-3.0,41.0,False,,,,False,True
9/14/2020,2020,1,False,NYG,16.0,26.0,PIT,PIT,-5.5,45.0,False,,,,False,False
9/17/2020,2020,2,False,CLE,35.0,30.0,CIN,CLE,6.0,43.0,False,,,,True,True
9/20/2020,2020,2,False,ARI,30.0,15.0,WAS,ARI,7.0,46.5,False,,,,False,True
9/20/2020,2020,2,False,CHI,17.0,13.0,NYG,CHI,5.5,42.0,False,,,,False,True
9/20/2020,2020,2,False,DAL,40.0,39.0,ATL,DAL,3.5,53.5,False,,,,False,True
9/20/2020,2020,2,False,GB,42.0,21.0,DET,GB,6.0,50.0,False,,,,True,True
9/20/2020,2020,2,False,HOU,16.0,33.0,BAL,BAL,-7.0,49.0,False,,,,False,True
9/20/2020,2020,2,False,IND,28.0,11.0,MIN,IND,3.0,49.0,False,,,,False,False
9/20/2020,2020,2,False,LAC,20.0,23.0,KC,KC,-8.5,47.5,False,,,,True,True
9/20/2020,2020,2,False,MIA,28.0,31.0,BUF,BUF,-5.5,42.0,False,,,,True,True
9/20/2020,2020,2,False,NYJ,13.0,31.0,SF,SF,-7.0,41.5,False,,,,False,False
9/20/2020,2020,2,False,PHI,19.0,37.0,LAR,PHI,1.5,45.5,False,,,,False,True
9/20/2020,2020,2,False,PIT,26.0,21.0,DEN,PIT,6.5,40.5,False,,,,False,True
9/20/2020,2020,2,False,SEA,35.0,30.0,NE,SEA,4.0,44.5,False,,,,False,False
9/20/2020,2020,2,False,TB,31.0,17.0,CAR,TB,8.0,47.0,False,,,,True,True
9/20/2020,2020,2,False,TEN,33.0,30.0,JAX,TEN,7.5,44.0,False,,,,True,True
9/21/2020,2020,2,False,LVR,34.0,24.0,NO,NO,-5.5,48.5,False,,,,False,False
9/24/2020,2020,3,False,JAX,13.0,31.0,MIA,JAX,3.0,48.0,False,,,,False,True
9/27/2020,2020,3,False,ARI,23.0,26.0,DET,ARI,5.5,55.5,False,,,,False,True
9/27/2020,2020,3,False,ATL,26.0,30.0,CHI,ATL,3.0,47.0,False,,,,False,True
9/27/2020,2020,3,False,BUF,35.0,32.0,LAR,BUF,2.0,47.0,False,,,,False,False
9/27/2020,2020,3,False,CLE,34.0,20.0,WAS,CLE,7.0,44.5,False,,,,False,False
9/27/2020,2020,3,False,DEN,10.0,28.0,TB,TB,-6.0,42.5,False,,,,False,False
9/27/2020,2020,3,False,IND,36.0,7.0,NYJ,IND,11.5,44.0,False,,,,False,True
9/27/2020,2020,3,False,LAC,16.0,21.0,CAR,LAC,6.5,43.5,False,,,,False,False
9/27/2020,2020,3,False,MIN,30.0,31.0,TEN,TEN,-2.5,50.0,False,,,,False,False
9/27/2020,2020,3,False,NE,36.0,20.0,LVR,NE,6.5,47.0,False,,,,False,True
9/27/2020,2020,3,False,NO,30.0,37.0,GB,NO,3.0,53.0,False,,,,False,True
9/27/2020,2020,3,False,NYG,9.0,36.0,SF,SF,-3.0,43.0,False,,,,False,True
9/27/2020,2020,3,False,PHI,23.0,23.0,CIN,PHI,4.5,47.5,False,,,,False,False
9/27/2020,2020,3,False,PIT,28.0,21.0,HOU,PIT,4.0,46.0,False,,,,False,True
9/27/2020,2020,3,False,SEA,38.0,31.0,DAL,SEA,5.0,56.5,False,,,,False,True
9/28/2020,2020,3,False,BAL,20.0,34.0,KC,BAL,3.0,54.0,False,,,,False,True
10/1/2020,2020,4,False,NYJ,28.0,37.0,DEN,NYJ,1.5,41.0,False,,,,False,True
10/4/2020,2020,4,False,CAR,31.0,21.0,ARI,ARI,-3.0,51.5,False,,,,False,True
10/4/2020,2020,4,False,CHI,11.0,19.0,IND,IND,-3.0,43.0,False,,,,False,False
10/4/2020,2020,4,False,CIN,33.0,25.0,JAX,CIN,2.5,49.0,False,,,,False,True
10/4/2020,2020,4,False,DAL,38.0,49.0,CLE,DAL,3.5,56.0,False,,,,False,False
10/4/2020,2020,4,False,DET,29.0,35.0,NO,NO,-3.0,54.5,False,,,,False,True
10/4/2020,2020,4,False,HOU,23.0,31.0,MIN,HOU,3.5,53.5,False,,,,False,False
10/4/2020,2020,4,False,LVR,23.0,30.0,BUF,BUF,-3.0,53.0,False,,,,False,True
10/4/2020,2020,4,False,LAR,17.0,9.0,NYG,LAR,13.0,48.5,False,,,,False,True
10/4/2020,2020,4,False,MIA,23.0,31.0,SEA,SEA,-5.5,54.5,False,,,,False,False
10/4/2020,2020,4,False,SF,20.0,25.0,PHI,SF,7.5,45.0,False,,,,False,True
10/4/2020,2020,4,False,TB,38.0,31.0,LAC,TB,7.0,42.5,False,,,,False,False
10/4/2020,2020,4,False,WAS,17.0,31.0,BAL,BAL,-14.0,45.0,False,,,,False,False
10/5/2020,2020,4,False,GB,30.0,16.0,ATL,GB,7.0,56.5,False,,,,False,True
10/5/2020,2020,4,False,KC,26.0,10.0,NE,KC,7.0,53.0,False,,,,False,True
10/8/2020,2020,5,False,CHI,20.0,19.0,TB,TB,-3.5,44.5,False,,,,False,True
10/11/2020,2020,5,False,ATL,16.0,23.0,CAR,ATL,2.5,54.0,False,,,,True,True
10/11/2020,2020,5,False,BAL,27.0,3.0,CIN,BAL,11.0,50.5,False,,,,True,True
10/11/2020,2020,5,False,CLE,32.0,23.0,IND,CLE,1.0,48.0,False,,,,False,True
10/11/2020,2020,5,False,DAL,37.0,34.0,NYG,DAL,8.0,53.0,False,,,,True,True
10/11/2020,2020,5,False,HOU,30.0,14.0,JAX,HOU,5.5,54.5,False,,,,True,True
10/11/2020,2020,5,False,KC,32.0,40.0,LVR,KC,10.5,54.5,False,,,,True,True
10/11/2020,2020,5,False,NYJ,10.0,30.0,ARI,ARI,-7.0,47.5,False,,,,False,False
10/11/2020,2020,5,False,PIT,38.0,29.0,PHI,PIT,7.0,43.5,False,,,,False,False
10/11/2020,2020,5,False,SF,17.0,43.0,MIA,SF,7.5,51.0,False,,,,False,False
10/11/2020,2020,5,False,SEA,27.0,26.0,MIN,SEA,6.5,56.5,False,,,,False,True
10/11/2020,2020,5,False,WAS,10.0,30.0,LAR,LAR,-7.0,46.0,False,,,,False,True
10/12/2020,2020,5,False,NO,30.0,27.0,LAC,NO,7.0,49.5,False,,,,False,False
10/13/2020,2020,5,False,TEN,42.0,16.0,BUF,BUF,-3.5,53.0,False,,,,False,True
10/18/2020,2020,6,False,CAR,16.0,23.0,CHI,CAR,1.5,44.5,False,,,,False,True
10/18/2020,2020,6,False,IND,31.0,27.0,CIN,IND,7.5,45.5,False,,,,False,True
10/18/2020,2020,6,False,JAX,16.0,34.0,DET,DET,-3.0,54.5,False,,,,False,False
10/18/2020,2020,6,False,MIA,24.0,0.0,NYJ,MIA,9.0,47.0,False,,,,True,True
10/18/2020,2020,6,False,MIN,23.0,40.0,ATL,MIN,4.0,54.0,False,,,,False,True
10/18/2020,2020,6,False,NE,12.0,18.0,DEN,NE,8.0,45.0,False,,,,False,True
10/18/2020,2020,6,False,NYG,20.0,19.0,WAS,NYG,2.5,43.0,False,,,,True,True
10/18/2020,2020,6,False,PHI,28.0,30.0,BAL,BAL,-10.0,46.5,False,,,,False,False
10/18/2020,2020,6,False,PIT,38.0,7.0,CLE,PIT,3.0,51.0,False,,,,True,True
10/18/2020,2020,6,False,SF,24.0,16.0,LAR,LAR,-2.5,51.5,False,,,,True,True
10/18/2020,2020,6,False,TB,38.0,10.0,GB,GB,-1.0,55.0,False,,,,False,True
10/18/2020,2020,6,False,TEN,42.0,36.0,HOU,TEN,3.5,53.5,False,,,,True,True
10/19/2020,2020,6,False,BUF,17.0,26.0,KC,KC,-5.0,57.5,False,,,,False,True
10/19/2020,2020,6,False,DAL,10.0,38.0,ARI,ARI,-1.0,55.0,False,,,,False,True
10/22/2020,2020,7,False,PHI,22.0,21.0,NYG,PHI,4.5,45.0,False,,,,True,True
10/25/2020,2020,7,False,ARI,37.0,34.0,SEA,SEA,-3.5,56.0,False,,,,True,True
10/25/2020,2020,7,False,ATL,22.0,23.0,DET,ATL,2.0,55.0,False,,,,False,True
10/25/2020,2020,7,False,CIN,34.0,37.0,CLE,CLE,-3.0,51.0,False,,,,True,True
10/25/2020,2020,7,False,DEN,16.0,43.0,KC,KC,-7.0,46.0,False,,,,True,True
10/25/2020,2020,7,False,HOU,20.0,35.0,GB,GB,-3.0,57.0,False,,,,False,False
10/25/2020,2020,7,False,LVR,20.0,45.0,TB,TB,-3.5,52.0,False,,,,False,False
10/25/2020,2020,7,False,LAC,39.0,29.0,JAX,LAC,7.5,48.5,False,,,,False,True
10/25/2020,2020,7,False,NE,6.0,33.0,SF,NE,3.0,44.5,False,,,,False,False
